reviewContent,ground_truth_aspects
"nescafe এর পাউচ প্যাকটা ভালোই সাশ্রয়ী একটা প্যাকেজ। 
বড় ২০০ গ্রাম এর জার এর দাম যেখানে ৫০০ টাকার কাছাকাছি সেখানে ৩০০ টাকায় সম-পরিমান কফি ই পাওয়া যায়। 
যদিও জারের কফি দানাগুলো মিহি পাউডার হয় না
মানে জারের ভিতরে কফির দানাগুলো দানাদানাই থাকে
এইক্ষেত্রে পাউচ প্যাক এর উপর অত্যাচার আর ধস্তাধস্তির কারনে ভিতরের কফি মিহি পাউডার হয়ে যায় তাই আরকি ২০০ এর জারে ভরলে মনে হয় কফির পরিমান একটু কম...😪
ওভারঅল সব থিকঠাক😊😇
আর nescafe এর উদ্দেশ্যে  একটা কথা এই যে পাউচ প্যাক এর স্টক বৃদ্ধি করা মানে কার্টে রাখার একটু পড়েই দেখি স্টক শেষ 
তখন বুকটা ফাইট্টা যায়🙂
ধন্যবাদ😪","product, packaging, price"
‌পে‌কে‌জের মান খুব খারাপ। কন‌টেইনা‌রের মান খুব খারাপ এবং বেকে গেছে। অত‌্যন্ত নিম্ন মানের এবং খুব খারাপ লাগ‌ছে।,"product, packaging"
"""পণ্যটি ৪৮ ঘণ্টার মধ্যে পেয়েছি, কিন্তু প্যাকেজিংয়ের ব্যাপারে আরও সতর্ক হওয়া প্রয়োজন। কন্টেইনারটি ক্ষতিগ্রস্ত হয়েছে।""","delivery, packaging"
"""এটি দেশি কফির মতোই ভালো। যুক্তিসংগত মূল্য, কন্টেইনারটি বেশ ভালো। ২৪ ঘণ্টার কম সময়ে ডেলিভার করা হয়েছে।""","product, packaging, price"
সুন্দর টিনের জার সহ নেসকাফে কফি পাউচ। এমন দারুন পণ্যটি নিয়মিত ষ্টকে চাই। কারন কাচের বোতল থেকে এমন প্যাকেট ক্রয়ে সাশ্রয় বেশি হয়। ধন্যবাদ দারাজ কে।,"product, price"
"""আমি এই পণ্যটি অর্ডার করেছিলাম এবং এটি একটি ফ্রি প্লাস্টিক কন্টেইনার সহ আসার কথা ছিল। কিন্তু আমি একটি টিন কন্টেইনার পেয়েছি যা দারুণ দেখাচ্ছে। আমি খুব খুশি ☺😍😘""",product
"""অস্থির এই কফি, সব ঠিকঠাক আছে, মেয়াদ আরও ১ বছর আছে, অনেক কম দামে পাওয়া গেছে, সুপারিশ করছি।""","product, price, shelf"
"প্রোডাক্ট সম্পর্কে বলার কিছুই নাই, কারণ আমার সবসময় নেস্কেফে প্রিয়। গিফটের জন্য ধন্যবাদ সেলার কে। ","product, seller"
"""১০ ঘণ্টার মধ্যে ডেলিভারি অসাধারণ। দারাজকে ধন্যবাদ চমৎকার পণ্যের জন্য। উপহারের জন্যও ধন্যবাদ।""","product, delivery"
"""নেসক্যাফে কফি সবসময়ই ভালো..... সবাই এটি কিনতে পারেন 🥰""",product
"""পণ্য ভালো ছিল এবং প্যাকেজিংও ভালো ছিল। ফ্রি কন্টেইনারও পেয়েছি। ৪ দিনের মধ্যে পেয়েছি 😜""","product, delivery, packaging"
